date,page,query,clicks,impressions,position
2026-04-08,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,3.0,10.0
2026-04-08,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,4.0,2.75
2026-04-08,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,7.0
2026-04-09,https://getdailyvox.com/,getdailyvox,0.0,2.0,1.0
2026-04-09,https://getdailyvox.com/blog,getdailyvox,0.0,2.0,9.0
2026-04-09,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,1.0,10.0
2026-04-09,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,2.0,4.5
2026-04-09,https://getdailyvox.com/faq,getdailyvox,0.0,2.0,4.0
2026-04-09,https://getdailyvox.com/journal-app-comparison,day one journal pricing subscription 2026,0.0,1.0,12.0
2026-04-10,https://getdailyvox.com/,getdailyvox,0.0,3.0,1.0
2026-04-10,https://getdailyvox.com/blog,getdailyvox,0.0,3.0,8.333333333333332
2026-04-10,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,getdailyvox,0.0,1.0,22.0
2026-04-10,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,getdailyvox,0.0,1.0,20.0
2026-04-10,https://getdailyvox.com/blog/dailyvox-vs-stoic,getdailyvox,0.0,1.0,18.0
2026-04-10,https://getdailyvox.com/blog/journal-app-privacy-comparison,getdailyvox,0.0,1.0,23.0
2026-04-10,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,3.0,10.666666666666666
2026-04-10,https://getdailyvox.com/blog/voice-journal-for-runners,getdailyvox,0.0,1.0,16.0
2026-04-10,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,3.0,2.333333333333333
2026-04-10,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,17.0
2026-04-10,https://getdailyvox.com/faq,getdailyvox,0.0,3.0,6.0
2026-04-10,https://getdailyvox.com/for/therapists,getdailyvox,0.0,1.0,19.0
2026-04-10,https://getdailyvox.com/glossary,getdailyvox,0.0,1.0,21.0
2026-04-10,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,71.5
2026-04-10,https://getdailyvox.com/journal-app-comparison,getdailyvox,0.0,1.0,15.0
2026-04-11,https://getdailyvox.com/,getdailyvox,0.0,1.0,1.0
2026-04-11,https://getdailyvox.com/blog,getdailyvox,0.0,1.0,9.0
2026-04-11,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,1.0,2.0
2026-04-11,https://getdailyvox.com/faq,getdailyvox,0.0,1.0,6.0
2026-04-11,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,73.0
2026-04-12,https://getdailyvox.com/,getdailyvox,0.0,7.0,1.0
2026-04-12,https://getdailyvox.com/blog,getdailyvox,0.0,5.0,8.6
2026-04-12,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,1.0,9.0
2026-04-12,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,6.0,2.5
2026-04-12,https://getdailyvox.com/faq,getdailyvox,0.0,7.0,5.571428571428571
2026-04-12,https://getdailyvox.com/faq,vox daily,0.0,1.0,42.0
2026-04-12,https://getdailyvox.com/for/phd-students-anger-management,getdailyvox,0.0,1.0,2.0
2026-04-12,https://getdailyvox.com/for/phd-students-health-diagnosis,getdailyvox,0.0,1.0,2.0
2026-04-12,https://getdailyvox.com/for/truck-drivers-goal-setting,getdailyvox,0.0,1.0,10.0
2026-04-12,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,82.5
2026-04-13,https://getdailyvox.com/,getdailyvox,0.0,4.0,1.0
2026-04-13,https://getdailyvox.com/blog,getdailyvox,0.0,4.0,5.0
2026-04-13,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,getdailyvox,0.0,1.0,35.0
2026-04-13,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,getdailyvox,0.0,1.0,20.0
2026-04-13,https://getdailyvox.com/blog/dailyvox-vs-stoic,getdailyvox,0.0,1.0,17.0
2026-04-13,https://getdailyvox.com/blog/journal-app-privacy-comparison,getdailyvox,0.0,2.0,27.0
2026-04-13,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,2.0,17.0
2026-04-13,https://getdailyvox.com/blog/voice-journal-for-runners,getdailyvox,0.0,1.0,43.0
2026-04-13,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,2.0,18.0
2026-04-13,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,12.0
2026-04-13,https://getdailyvox.com/faq,getdailyvox,0.0,4.0,1.75
2026-04-13,https://getdailyvox.com/for/accountants-after-therapy,getdailyvox,0.0,1.0,37.0
2026-04-13,https://getdailyvox.com/for/ceos-before-bed,getdailyvox,0.0,1.0,27.0
2026-04-13,https://getdailyvox.com/for/coaches-anger-management,getdailyvox,0.0,1.0,28.0
2026-04-13,https://getdailyvox.com/for/coaches-gratitude-practice,getdailyvox,0.0,1.0,31.0
2026-04-13,https://getdailyvox.com/for/coaches-morning-routine,getdailyvox,0.0,1.0,24.0
2026-04-13,https://getdailyvox.com/for/designers-anger-management,getdailyvox,0.0,1.0,40.0
2026-04-13,https://getdailyvox.com/for/designers-sobriety-journal,getdailyvox,0.0,1.0,19.0
2026-04-13,https://getdailyvox.com/for/developers-goal-setting,getdailyvox,0.0,3.0,6.0
2026-04-13,https://getdailyvox.com/for/firefighters-before-bed,getdailyvox,0.0,1.0,32.0
2026-04-13,https://getdailyvox.com/for/high-school-students-goal-setting,getdailyvox,0.0,1.0,39.0
2026-04-13,https://getdailyvox.com/for/phd-students-anger-management,getdailyvox,0.0,1.0,36.0
2026-04-13,https://getdailyvox.com/for/phd-students-health-diagnosis,getdailyvox,0.0,1.0,34.0
2026-04-13,https://getdailyvox.com/for/psychologists-morning-routine,getdailyvox,0.0,1.0,33.0
2026-04-13,https://getdailyvox.com/for/real-estate-agents-before-bed,getdailyvox,0.0,1.0,38.0
2026-04-13,https://getdailyvox.com/for/restaurant-workers-after-therapy,getdailyvox,0.0,1.0,30.0
2026-04-13,https://getdailyvox.com/for/seniors-creative-block,getdailyvox,0.0,1.0,21.0
2026-04-13,https://getdailyvox.com/for/single-parents-health-diagnosis,getdailyvox,0.0,1.0,42.0
2026-04-13,https://getdailyvox.com/for/therapists,getdailyvox,0.0,1.0,4.0
2026-04-13,https://getdailyvox.com/for/therapists-meditation-alternative,getdailyvox,0.0,1.0,41.0
2026-04-13,https://getdailyvox.com/for/truck-drivers-during-commute,getdailyvox,0.0,1.0,25.0
2026-04-13,https://getdailyvox.com/glossary,getdailyvox,0.0,2.0,8.0
2026-04-13,https://getdailyvox.com/in/ranchi,getdailyvox,0.0,1.0,23.0
2026-04-13,https://getdailyvox.com/in/sioux-falls,getdailyvox,0.0,1.0,22.0
2026-04-13,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,74.5
2026-04-13,https://getdailyvox.com/journal-app-comparison,getdailyvox,0.0,2.0,9.5
2026-04-14,https://getdailyvox.com/,getdailyvox,0.0,7.0,1.0
2026-04-14,https://getdailyvox.com/blog,getdailyvox,0.0,4.0,8.75
2026-04-14,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,2.0,5.0
2026-04-14,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,7.0,4.428571428571429
2026-04-14,https://getdailyvox.com/faq,getdailyvox,0.0,7.0,5.428571428571429
2026-04-14,https://getdailyvox.com/for/phd-students-health-diagnosis,getdailyvox,0.0,1.0,2.0
2026-04-14,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,77.0
2026-04-14,https://getdailyvox.com/journal-app-comparison,getdailyvox,0.0,1.0,3.0
2026-04-15,https://getdailyvox.com/,getdailyvox,0.0,2.0,1.0
2026-04-15,https://getdailyvox.com/blog,getdailyvox,0.0,1.0,9.0
2026-04-15,https://getdailyvox.com/blog,untold voice journal,0.0,2.0,34.5
2026-04-15,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,1.0,5.0
2026-04-15,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,2.0,3.5
2026-04-15,https://getdailyvox.com/faq,getdailyvox,0.0,2.0,5.0
2026-04-15,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,70.0
2026-04-16,https://getdailyvox.com/,getdailyvox,0.0,6.0,1.0
2026-04-16,https://getdailyvox.com/alternative/bearable,getdailyvox,0.0,2.0,10.0
2026-04-16,https://getdailyvox.com/blog,getdailyvox,0.0,6.0,8.166666666666668
2026-04-16,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,getdailyvox,0.0,1.0,24.0
2026-04-16,https://getdailyvox.com/blog/dailyvox-vs-stoic,getdailyvox,0.0,1.0,31.0
2026-04-16,https://getdailyvox.com/blog/journal-app-privacy-comparison,getdailyvox,0.0,1.0,34.0
2026-04-16,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,1.0,16.0
2026-04-16,https://getdailyvox.com/blog/voice-journal-for-runners,getdailyvox,0.0,1.0,27.0
2026-04-16,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,5.0,3.2
2026-04-16,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,19.0
2026-04-16,https://getdailyvox.com/faq,getdailyvox,0.0,6.0,3.6666666666666665
2026-04-16,https://getdailyvox.com/for/accountants-grief-processing,getdailyvox,0.0,1.0,33.0
2026-04-16,https://getdailyvox.com/for/ceos-before-bed,getdailyvox,0.0,1.0,26.0
2026-04-16,https://getdailyvox.com/for/coaches-gratitude-practice,getdailyvox,0.0,1.0,38.0
2026-04-16,https://getdailyvox.com/for/coaches-meditation-alternative,getdailyvox,0.0,1.0,35.0
2026-04-16,https://getdailyvox.com/for/dentists-burnout-recovery,getdailyvox,0.0,1.0,22.0
2026-04-16,https://getdailyvox.com/for/designers-sobriety-journal,getdailyvox,0.0,1.0,21.0
2026-04-16,https://getdailyvox.com/for/developers-goal-setting,getdailyvox,0.0,1.0,18.0
2026-04-16,https://getdailyvox.com/for/phd-students-health-diagnosis,getdailyvox,0.0,1.0,23.0
2026-04-16,https://getdailyvox.com/for/restaurant-workers-after-therapy,getdailyvox,0.0,1.0,30.0
2026-04-16,https://getdailyvox.com/for/shift-workers-before-bed,getdailyvox,0.0,1.0,29.0
2026-04-16,https://getdailyvox.com/for/single-parents-health-diagnosis,getdailyvox,0.0,1.0,37.0
2026-04-16,https://getdailyvox.com/for/therapists,getdailyvox,0.0,1.0,25.0
2026-04-16,https://getdailyvox.com/for/veterinarians-goal-setting,getdailyvox,0.0,1.0,36.0
2026-04-16,https://getdailyvox.com/glossary,getdailyvox,0.0,1.0,32.0
2026-04-16,https://getdailyvox.com/in/guangzhou,getdailyvox,0.0,1.0,20.0
2026-04-16,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,78.0
2026-04-16,https://getdailyvox.com/journal-app-comparison,getdailyvox,0.0,1.0,28.0
2026-04-17,https://getdailyvox.com/,dailyvox,1.0,3.0,1.3333333333333333
2026-04-17,https://getdailyvox.com/,getdailyvox,0.0,2.0,1.0
2026-04-17,https://getdailyvox.com/alternative/bearable,dailyvox,0.0,1.0,7.0
2026-04-17,https://getdailyvox.com/blog,getdailyvox,0.0,2.0,9.0
2026-04-17,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,2.0,3.0
2026-04-17,https://getdailyvox.com/faq,getdailyvox,0.0,2.0,5.0
2026-04-17,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,76.5
2026-04-18,https://getdailyvox.com/,daily vox,0.0,1.0,4.0
2026-04-18,https://getdailyvox.com/,getdailyvox,1.0,1.0,1.0
2026-04-18,https://getdailyvox.com/blog,getdailyvox,0.0,1.0,9.0
2026-04-18,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,1.0,5.0
2026-04-18,https://getdailyvox.com/faq,getdailyvox,0.0,1.0,2.0
2026-04-18,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,74.0
2026-04-19,https://getdailyvox.com/,daily vox,0.0,1.0,6.0
2026-04-19,https://getdailyvox.com/,vox daily,0.0,1.0,7.0
2026-04-19,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,74.66666666666667
2026-04-20,https://getdailyvox.com/,getdailyvox,0.0,1.0,1.0
2026-04-20,https://getdailyvox.com/alternative/bearable,getdailyvox,0.0,1.0,19.0
2026-04-20,https://getdailyvox.com/blog,getdailyvox,0.0,1.0,12.0
2026-04-20,https://getdailyvox.com/blog/voice-journal-for-dyslexia,getdailyvox,0.0,1.0,16.0
2026-04-20,https://getdailyvox.com/blog/what-is-a-digital-twin,getdailyvox,0.0,1.0,2.0
2026-04-20,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,21.0
2026-04-20,https://getdailyvox.com/faq,getdailyvox,0.0,1.0,8.0
2026-04-20,https://getdailyvox.com/for/developers-goal-setting,getdailyvox,0.0,1.0,22.0
2026-04-20,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,73.5
2026-04-21,https://getdailyvox.com/,the daily vox,0.0,1.0,8.0
2026-04-21,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,74.0
2026-04-22,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-04-22,https://getdailyvox.com/in/ranchi,dailyvox,0.0,1.0,8.0
2026-04-22,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,5.0,76.0
2026-04-23,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,71.0
2026-04-24,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,4.0,73.0
2026-04-25,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,4.0,71.25
2026-04-26,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,4.0,76.75
2026-04-27,https://getdailyvox.com/compare,journaling app vergleich,0.0,2.0,90.0
2026-04-27,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,4.0,72.75
2026-04-27,https://getdailyvox.com/journal-app-comparison,journaling app vergleich,0.0,1.0,75.0
2026-04-28,https://getdailyvox.com/,getdailyvox,0.0,1.0,1.0
2026-04-28,https://getdailyvox.com/alternative/bearable,getdailyvox,0.0,1.0,8.0
2026-04-28,https://getdailyvox.com/blog,getdailyvox,0.0,1.0,6.0
2026-04-28,https://getdailyvox.com/blog/journal-app-privacy-comparison,getdailyvox,0.0,1.0,2.0
2026-04-28,https://getdailyvox.com/blog/voice-journal-for-runners,getdailyvox,0.0,1.0,34.0
2026-04-28,https://getdailyvox.com/compare,getdailyvox,0.0,1.0,12.0
2026-04-28,https://getdailyvox.com/faq,getdailyvox,0.0,1.0,2.0
2026-04-28,https://getdailyvox.com/for/accountants-grief-processing,getdailyvox,0.0,1.0,2.0
2026-04-28,https://getdailyvox.com/for/shift-workers-before-bed,getdailyvox,0.0,1.0,31.0
2026-04-28,https://getdailyvox.com/for/teachers-burnout-recovery,getdailyvox,0.0,1.0,33.0
2026-04-28,https://getdailyvox.com/for/therapists,getdailyvox,0.0,1.0,17.0
2026-04-28,https://getdailyvox.com/for/truck-drivers-goal-setting,getdailyvox,0.0,1.0,20.0
2026-04-28,https://getdailyvox.com/for/veterinarians-goal-setting,getdailyvox,0.0,1.0,32.0
2026-04-28,https://getdailyvox.com/glossary,getdailyvox,0.0,1.0,2.0
2026-04-28,https://getdailyvox.com/in/guangzhou,getdailyvox,0.0,1.0,2.0
2026-04-28,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,72.33333333333333
2026-04-28,https://getdailyvox.com/journal-app-comparison,getdailyvox,0.0,1.0,2.0
2026-04-29,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-04-29,https://getdailyvox.com/faq,dailyvox,0.0,1.0,6.0
2026-04-29,https://getdailyvox.com/journal-app-comparison,day one journal pricing 2026,0.0,1.0,12.0
2026-04-29,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,80.0
2026-04-30,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-04-30,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,84.5
2026-05-01,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,74.5
2026-05-02,https://getdailyvox.com/,dailyvox,4.0,5.0,1.0
2026-05-02,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,77.5
2026-05-03,https://getdailyvox.com/,dailyvox,0.0,2.0,1.0
2026-05-03,https://getdailyvox.com/faq,dailyvox,0.0,1.0,5.0
2026-05-03,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,71.0
2026-05-04,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,74.33333333333333
2026-05-05,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,73.0
2026-05-06,https://getdailyvox.com/,dailyvox,1.0,2.0,1.5
2026-05-07,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,80.0
2026-05-08,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,70.5
2026-05-09,https://getdailyvox.com/,dailyvox,2.0,2.0,1.0
2026-05-09,https://getdailyvox.com/blog,dailyvox,0.0,1.0,2.0
2026-05-09,https://getdailyvox.com/blog,most effective app features for recording obsession and possessiveness,0.0,1.0,10.0
2026-05-09,https://getdailyvox.com/faq,dailyvox,0.0,2.0,6.5
2026-05-10,https://getdailyvox.com/alternative/bearable,bearable alternative,0.0,1.0,10.0
2026-05-10,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,70.0
2026-05-12,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,84.66666666666667
2026-05-13,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-05-13,https://getdailyvox.com/faq,dailyvox,0.0,1.0,7.0
2026-05-13,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,87.0
2026-05-14,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,1.0,65.0
2026-05-15,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,5.0,80.0
2026-05-17,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,6.0,73.66666666666667
2026-05-18,https://getdailyvox.com/,dailyvox,0.0,2.0,1.0
2026-05-18,https://getdailyvox.com/faq,dailyvox,0.0,2.0,4.5
2026-05-18,https://getdailyvox.com/journal-app-comparison,apple journal app features 2026,0.0,1.0,11.0
2026-05-18,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,67.5
2026-05-18,https://getdailyvox.com/privacy,dailyvox,0.0,1.0,19.0
2026-05-19,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,5.0,79.6
2026-05-20,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,4.0,79.5
2026-05-21,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-05-21,https://getdailyvox.com/faq,dailyvox,0.0,1.0,6.0
2026-05-21,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,2.0,82.5
2026-05-22,https://getdailyvox.com/,dailyvox,0.0,1.0,1.0
2026-05-22,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,84.33333333333333
2026-05-22,https://getdailyvox.com/support,dailyvox,0.0,1.0,7.0
2026-05-23,https://getdailyvox.com/blog/voice-recorder-diary-app,audio journal app,0.0,1.0,36.0
2026-05-23,https://getdailyvox.com/blog/voice-recorder-diary-app,audio journaling app,0.0,1.0,53.0
2026-05-23,https://getdailyvox.com/blog/voice-recorder-diary-app,voice diary,0.0,1.0,41.0
2026-05-23,https://getdailyvox.com/blog/voice-recorder-diary-app,voice diary app,0.0,1.0,32.0
2026-05-23,https://getdailyvox.com/blog/voice-recorder-diary-app,voice journal app,0.0,1.0,46.0
2026-05-23,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,82.66666666666667
2026-05-24,https://getdailyvox.com/about,"""id widgetkit"" android app",0.0,1.0,5.0
2026-05-24,https://getdailyvox.com/alternative/finch,free finch online,0.0,1.0,96.0
2026-05-24,https://getdailyvox.com/blog/voice-recorder-diary-app,audio diary app,0.0,1.0,38.0
2026-05-24,https://getdailyvox.com/blog/voice-recorder-diary-app,voice diary,0.0,1.0,41.0
2026-05-24,https://getdailyvox.com/blog/voice-recorder-diary-app,voice diary app,0.0,1.0,33.0
2026-05-24,https://getdailyvox.com/blog/voice-recorder-diary-app,voice journaling app,0.0,1.0,46.0
2026-05-24,https://getdailyvox.com/blog/voice-recorder-diary-app,voice to text journal,0.0,1.0,45.0
2026-05-24,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,83.0
2026-05-25,https://getdailyvox.com/,dailyvox,1.0,1.0,1.0
2026-05-25,https://getdailyvox.com/about,"""id widgetkit"" android",0.0,3.0,5.0
2026-05-25,https://getdailyvox.com/about,"""id widgetkit"" android app",0.0,3.0,5.0
2026-05-25,https://getdailyvox.com/blog/best-free-journal-app-2026,best free journal publication,0.0,1.0,62.0
2026-05-25,https://getdailyvox.com/blog/best-free-journal-app-2026,best journal app free,0.0,1.0,68.0
2026-05-25,https://getdailyvox.com/faq,dailyvox,0.0,1.0,7.0
2026-05-25,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,3.0,82.66666666666667
2026-05-25,https://getdailyvox.com/use/interview-prep,voice-first journaling,0.0,1.0,64.0
2026-05-26,https://getdailyvox.com/,dailyvox,0.0,2.0,1.0
2026-05-26,https://getdailyvox.com/about,"""id widgetkit"" android",0.0,4.0,6.5
2026-05-26,https://getdailyvox.com/about,"""id widgetkit"" android app",0.0,2.0,5.0
2026-05-26,https://getdailyvox.com/about,"""id widgetkit"" app",0.0,6.0,10.833333333333334
2026-05-26,https://getdailyvox.com/about,dailyvox,0.0,1.0,8.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,app for journaling free,0.0,1.0,50.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,best free diary app,0.0,1.0,83.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,best free journal app,0.0,2.0,68.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,free journal apps,0.0,1.0,56.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,free journaling app,0.0,1.0,56.0
2026-05-26,https://getdailyvox.com/blog/best-free-journal-app-2026,journal free,0.0,1.0,50.0
2026-05-26,https://getdailyvox.com/blog/best-voice-journal-app,audio journaling app,0.0,1.0,37.0
2026-05-26,https://getdailyvox.com/blog/best-voice-journal-app,best audio journal app,0.0,1.0,47.0
2026-05-26,https://getdailyvox.com/blog/best-voice-journal-app,best voice journaling apps 2026,0.0,1.0,17.0
2026-05-26,https://getdailyvox.com/blog/voice-journaling-for-therapy,voice-first journaling,0.0,3.0,55.666666666666664
2026-05-26,https://getdailyvox.com/blog/voice-journaling-while-walking,voice-first journaling,0.0,3.0,83.33333333333333
2026-05-26,https://getdailyvox.com/blog/voice-recorder-diary-app,audio journaling app,0.0,1.0,45.0
2026-05-26,https://getdailyvox.com/blog/voice-recorder-diary-app,best audio journal app,0.0,1.0,57.0
2026-05-26,https://getdailyvox.com/journal-app-comparison,digital journal apps market,0.0,5.0,79.6
2026-05-26,https://getdailyvox.com/use/interview-prep,voice-first journaling,0.0,4.0,72.75
2026-05-27,https://getdailyvox.com/,dailyvox,0.0,1.0,1.0
2026-05-27,https://getdailyvox.com/blog/best-free-journal-app-2026,best free journal app,0.0,2.0,74.5
2026-05-27,https://getdailyvox.com/blog/best-free-journal-app-2026,best free journal apps,0.0,1.0,73.0
2026-05-27,https://getdailyvox.com/blog/best-free-journal-app-2026,best free journaling app,0.0,1.0,71.0
2026-05-27,https://getdailyvox.com/blog/best-free-journal-app-2026,free journal,0.0,2.0,84.0
2026-05-27,https://getdailyvox.com/blog/best-free-journal-app-2026,journal free,0.0,1.0,82.0
