date,query,clicks,impressions,ctr,position
2026-04-27,digital journal apps market,0.0,4.0,0.0,72.75
2026-04-27,journaling app vergleich,0.0,3.0,0.0,85.0
2026-04-28,digital journal apps market,0.0,3.0,0.0,72.33333333333333
2026-04-28,getdailyvox,0.0,1.0,0.0,1.0
2026-04-29,dailyvox,1.0,1.0,1.0,1.0
2026-04-29,day one journal pricing 2026,0.0,1.0,0.0,12.0
2026-04-29,digital journal apps market,0.0,1.0,0.0,80.0
2026-04-30,dailyvox,1.0,1.0,1.0,1.0
2026-04-30,digital journal apps market,0.0,2.0,0.0,84.5
2026-05-01,digital journal apps market,0.0,2.0,0.0,74.5
2026-05-02,dailyvox,4.0,5.0,0.8,1.0
2026-05-02,digital journal apps market,0.0,2.0,0.0,77.5
2026-05-03,dailyvox,0.0,2.0,0.0,1.0
2026-05-03,digital journal apps market,0.0,1.0,0.0,71.0
2026-05-04,digital journal apps market,0.0,3.0,0.0,74.33333333333333
2026-05-05,digital journal apps market,0.0,2.0,0.0,73.0
2026-05-06,dailyvox,1.0,2.0,0.5,1.5
2026-05-07,digital journal apps market,0.0,1.0,0.0,80.0
2026-05-08,digital journal apps market,0.0,2.0,0.0,70.5
2026-05-09,dailyvox,2.0,2.0,1.0,1.0
2026-05-09,most effective app features for recording obsession and possessiveness,0.0,1.0,0.0,10.0
2026-05-10,bearable alternative,0.0,1.0,0.0,10.0
2026-05-10,digital journal apps market,0.0,1.0,0.0,70.0
2026-05-12,digital journal apps market,0.0,3.0,0.0,84.66666666666667
2026-05-13,dailyvox,1.0,1.0,1.0,1.0
2026-05-13,digital journal apps market,0.0,1.0,0.0,87.0
2026-05-14,digital journal apps market,0.0,1.0,0.0,65.0
2026-05-15,digital journal apps market,0.0,5.0,0.0,80.0
2026-05-17,digital journal apps market,0.0,6.0,0.0,73.66666666666667
2026-05-18,apple journal app features 2026,0.0,1.0,0.0,11.0
2026-05-18,dailyvox,0.0,2.0,0.0,1.0
2026-05-18,digital journal apps market,0.0,2.0,0.0,67.5
2026-05-19,digital journal apps market,0.0,5.0,0.0,79.6
2026-05-20,digital journal apps market,0.0,4.0,0.0,79.5
2026-05-21,dailyvox,1.0,1.0,1.0,1.0
2026-05-21,digital journal apps market,0.0,2.0,0.0,82.5
2026-05-22,dailyvox,0.0,1.0,0.0,1.0
2026-05-22,digital journal apps market,0.0,3.0,0.0,84.33333333333333
2026-05-23,audio journal app,0.0,1.0,0.0,36.0
2026-05-23,audio journaling app,0.0,1.0,0.0,53.0
2026-05-23,digital journal apps market,0.0,3.0,0.0,82.66666666666667
2026-05-23,voice diary,0.0,1.0,0.0,41.0
2026-05-23,voice diary app,0.0,1.0,0.0,32.0
2026-05-23,voice journal app,0.0,1.0,0.0,46.0
2026-05-24,"""id widgetkit"" android app",0.0,1.0,0.0,5.0
2026-05-24,audio diary app,0.0,1.0,0.0,38.0
2026-05-24,digital journal apps market,0.0,3.0,0.0,83.0
2026-05-24,free finch online,0.0,1.0,0.0,96.0
2026-05-24,voice diary,0.0,1.0,0.0,41.0
2026-05-24,voice diary app,0.0,1.0,0.0,33.0
2026-05-24,voice journaling app,0.0,1.0,0.0,46.0
2026-05-24,voice to text journal,0.0,1.0,0.0,45.0
2026-05-25,"""id widgetkit"" android",0.0,3.0,0.0,5.0
2026-05-25,"""id widgetkit"" android app",0.0,3.0,0.0,5.0
2026-05-25,best free journal publication,0.0,1.0,0.0,62.0
2026-05-25,best journal app free,0.0,1.0,0.0,68.0
2026-05-25,dailyvox,1.0,1.0,1.0,1.0
2026-05-25,digital journal apps market,0.0,3.0,0.0,82.66666666666667
2026-05-25,voice-first journaling,0.0,1.0,0.0,64.0
2026-05-26,"""id widgetkit"" android",0.0,4.0,0.0,6.5
2026-05-26,"""id widgetkit"" android app",0.0,2.0,0.0,5.0
2026-05-26,"""id widgetkit"" app",0.0,6.0,0.0,10.833333333333334
2026-05-26,app for journaling free,0.0,1.0,0.0,50.0
2026-05-26,audio journaling app,0.0,2.0,0.0,41.0
2026-05-26,best audio journal app,0.0,1.0,0.0,47.0
2026-05-26,best free diary app,0.0,1.0,0.0,83.0
2026-05-26,best free journal app,0.0,2.0,0.0,68.0
2026-05-26,best voice journaling apps 2026,0.0,1.0,0.0,17.0
2026-05-26,dailyvox,0.0,2.0,0.0,1.0
2026-05-26,digital journal apps market,0.0,5.0,0.0,79.6
2026-05-26,free journal apps,0.0,1.0,0.0,56.0
2026-05-26,free journaling app,0.0,1.0,0.0,56.0
2026-05-26,journal free,0.0,1.0,0.0,50.0
2026-05-26,voice-first journaling,0.0,4.0,0.0,57.25
2026-05-27,best free journal app,0.0,2.0,0.0,74.5
2026-05-27,best free journal apps,0.0,1.0,0.0,73.0
2026-05-27,best free journaling app,0.0,1.0,0.0,71.0
2026-05-27,dailyvox,0.0,1.0,0.0,1.0
2026-05-27,digital journal apps market,0.0,2.0,0.0,76.5
2026-05-27,free journal,0.0,2.0,0.0,84.0
2026-05-27,journal free,0.0,1.0,0.0,82.0
2026-05-27,voice to text journal app,0.0,1.0,0.0,41.0
2026-05-27,voice-first journaling,0.0,1.0,0.0,63.0
2026-05-28,audio diary app,0.0,1.0,0.0,33.0
2026-05-28,audio journaling app,0.0,1.0,0.0,39.0
2026-05-28,best free journal app,0.0,1.0,0.0,68.0
2026-05-28,best free journaling app,0.0,2.0,0.0,71.0
2026-05-28,dailyvox,1.0,2.0,0.5,1.0
2026-05-28,digital journal apps market,0.0,3.0,0.0,86.66666666666667
2026-05-28,journal free,0.0,1.0,0.0,88.0
2026-05-28,speakwise voice journaling app,0.0,1.0,0.0,8.0
2026-05-28,voice diary app,0.0,1.0,0.0,36.0
2026-05-28,voice journal app,0.0,1.0,0.0,41.0
2026-05-28,voice-first journaling,0.0,2.0,0.0,60.5
2026-05-29,audio journaling apps,0.0,1.0,0.0,47.0
2026-05-29,dailyvox,1.0,1.0,1.0,1.0
2026-05-29,digital journal apps market,0.0,3.0,0.0,74.66666666666667
2026-05-29,journal free,0.0,1.0,0.0,81.0
2026-05-29,journaling app free,0.0,1.0,0.0,52.0
2026-05-29,voice diaries,0.0,1.0,0.0,46.0
2026-05-29,voice diaries help with mental health,0.0,1.0,0.0,89.0
2026-05-29,voice diary app,0.0,2.0,0.0,32.5
2026-05-29,voice-first journaling,0.0,1.0,0.0,65.0
2026-05-30,best free journal app,0.0,2.0,0.0,70.5
2026-05-30,best journal app free,0.0,1.0,0.0,70.0
2026-05-30,digital journal apps market,0.0,3.0,0.0,74.0
2026-05-30,free journal app,0.0,2.0,0.0,51.0
2026-05-30,getdailyvox,0.0,1.0,0.0,1.0
2026-05-30,is apple journal private,0.0,1.0,0.0,31.0
2026-05-30,is there a free voice journal,0.0,1.0,0.0,39.0
2026-05-30,journal free,0.0,1.0,0.0,85.0
2026-05-30,voice diary app,0.0,1.0,0.0,40.0
2026-05-30,voice journaling app trends 2026,0.0,1.0,0.0,5.0
2026-05-30,voice-first journaling,0.0,1.0,0.0,68.0
2026-05-31,"""id widgetkit"" android",0.0,1.0,0.0,9.0
2026-05-31,"""id widgetkit"" android app",0.0,3.0,0.0,9.0
2026-05-31,best free diary app,0.0,1.0,0.0,65.0
2026-05-31,best voice journal app,0.0,1.0,0.0,12.0
2026-05-31,digital journal apps market,0.0,2.0,0.0,75.0
2026-05-31,voice diary,0.0,1.0,0.0,42.0
2026-05-31,voice journaling app,0.0,1.0,0.0,54.0
2026-05-31,voice recorder journal,0.0,1.0,0.0,46.0
2026-05-31,voice to text journal,0.0,2.0,0.0,66.5
2026-05-31,voice-first journaling,0.0,1.0,0.0,67.0
2026-06-01,"""id widgetkit"" android",0.0,1.0,0.0,9.0
2026-06-01,"""short journal entries"" phrase",0.0,4.0,0.0,11.0
2026-06-01,best free journal app,0.0,1.0,0.0,70.0
2026-06-01,dailyvox,0.0,1.0,0.0,1.0
2026-06-01,digital journal apps market,0.0,2.0,0.0,75.0
2026-06-01,untold voice journal,0.0,1.0,0.0,31.0
2026-06-01,vocolens,0.0,2.0,0.0,43.5
2026-06-01,voice diary,0.0,1.0,0.0,37.0
2026-06-01,voice diary app,0.0,2.0,0.0,41.5
2026-06-01,voice journal app,0.0,1.0,0.0,66.0
2026-06-01,voice-first journaling,0.0,2.0,0.0,58.5
2026-06-02,"""id widgetkit"" android app",0.0,2.0,0.0,5.0
2026-06-02,"""id widgetkit"" app",0.0,5.0,0.0,10.8
2026-06-02,"""id widgetkit"" play store",0.0,1.0,0.0,9.0
2026-06-02,audio journaling app,0.0,2.0,0.0,49.5
2026-06-02,dailyvox,1.0,3.0,0.3333333333333333,1.0
2026-06-02,digital journal apps market,0.0,1.0,0.0,70.0
2026-06-02,getdailyvox,1.0,1.0,1.0,1.0
2026-06-02,is the journal app private,0.0,1.0,0.0,11.0
2026-06-02,voice-first journaling,0.0,2.0,0.0,60.0
2026-06-03,best free journal app,0.0,3.0,0.0,70.33333333333333
2026-06-03,dailyvox,0.0,2.0,0.0,1.0
2026-06-03,voice-first journaling,0.0,1.0,0.0,63.0
2026-06-04,digital journal apps market,0.0,1.0,0.0,73.0
2026-06-04,voice-first journaling,0.0,1.0,0.0,58.0
2026-06-05,audio journaling apps,0.0,2.0,0.0,50.5
2026-06-05,digital journal apps market,0.0,1.0,0.0,78.0
2026-06-05,voice journaling app,0.0,1.0,0.0,30.0
2026-06-05,voice-first journaling,0.0,1.0,0.0,63.0
2026-06-06,best free journal app,0.0,1.0,0.0,76.0
2026-06-06,journaling apps free,0.0,1.0,0.0,64.0
2026-06-06,voice-first journaling,0.0,1.0,0.0,64.0
2026-06-07,"""id widgetkit"" app",0.0,3.0,0.0,9.333333333333334
2026-06-07,best free journal app,0.0,1.0,0.0,59.0
2026-06-07,dailyvox,0.0,3.0,0.0,1.3333333333333333
2026-06-07,voice diary,0.0,1.0,0.0,35.0
2026-06-07,voice journaling,0.0,2.0,0.0,63.5
2026-06-07,voice journaling app,0.0,1.0,0.0,43.0
2026-06-07,voice to text journal,0.0,5.0,0.0,64.2
2026-06-07,voice-first journaling,0.0,1.0,0.0,61.0
2026-06-08,"""id widgetkit"" android",0.0,5.0,0.0,4.8
2026-06-08,"""id widgetkit"" android app",0.0,3.0,0.0,5.333333333333333
2026-06-08,best free journal app,0.0,2.0,0.0,56.5
2026-06-08,getdailyvox,0.0,1.0,0.0,1.0
2026-06-08,voice-first journaling,0.0,1.0,0.0,64.0
2026-06-09,"""id widgetkit"" app",0.0,2.0,0.0,9.0
2026-06-09,audio journaling app,0.0,2.0,0.0,50.0
2026-06-09,best free journal app,0.0,3.0,0.0,51.666666666666664
2026-06-09,dailyvox,1.0,1.0,1.0,1.0
2026-06-09,digital journal apps market,0.0,1.0,0.0,70.0
2026-06-09,voice-first journaling,0.0,3.0,0.0,62.666666666666664
2026-06-10,"""id widgetkit"" android app",0.0,2.0,0.0,3.5
2026-06-10,audio journal app,0.0,1.0,0.0,41.0
2026-06-10,best free journal,0.0,1.0,0.0,51.0
2026-06-10,best free journal app,0.0,3.0,0.0,59.666666666666664
2026-06-10,is my diary app safe,0.0,2.0,0.0,49.0
2026-06-10,journal that talks back,0.0,1.0,0.0,53.0
2026-06-10,mens journaling app,0.0,1.0,0.0,9.0
2026-06-10,the daily vox,0.0,1.0,0.0,7.0
2026-06-10,voice diary,0.0,1.0,0.0,34.0
2026-06-10,voice-first journaling,0.0,1.0,0.0,65.0
2026-06-11,"""id widgetkit"" android app",0.0,2.0,0.0,6.0
2026-06-11,anxiety journal app,0.0,1.0,0.0,13.0
2026-06-11,best free journal app,0.0,3.0,0.0,59.333333333333336
2026-06-11,dailyvox,1.0,2.0,0.5,1.0
2026-06-11,free journaling apps,0.0,1.0,0.0,59.0
2026-06-11,is journal app free,0.0,1.0,0.0,34.0
2026-06-11,is the journal app private,0.0,1.0,0.0,12.0
2026-06-11,is there a free journal app,0.0,1.0,0.0,39.0
2026-06-11,voice journal app,0.0,1.0,0.0,25.0
2026-06-11,voice-first journaling,0.0,1.0,0.0,45.0
2026-06-11,zlvox,0.0,1.0,0.0,67.0
2026-06-12,anxiety journal app,0.0,1.0,0.0,40.0
2026-06-12,audio journaling apps,0.0,1.0,0.0,59.0
2026-06-12,best free journaling apps,0.0,1.0,0.0,58.0
2026-06-12,dailyvox,1.0,1.0,1.0,1.0
2026-06-12,voice-first journaling,0.0,2.0,0.0,63.0
2026-06-12,vox daily,0.0,1.0,0.0,7.0
2026-06-13,best free journal app,0.0,1.0,0.0,59.0
2026-06-13,dailyvox,0.0,1.0,0.0,1.0
2026-06-13,voice-first journaling,0.0,1.0,0.0,62.0
2026-06-14,"""id widgetkit"" android",0.0,6.0,0.0,5.5
2026-06-14,"""id widgetkit"" android app",0.0,3.0,0.0,5.333333333333333
2026-06-14,"""id widgetkit"" app",0.0,3.0,0.0,10.333333333333334
2026-06-14,best free journal app,0.0,3.0,0.0,54.0
2026-06-14,best journaling app free,0.0,2.0,0.0,60.5
2026-06-14,best journaling apps free,0.0,1.0,0.0,73.0
2026-06-14,dailyvox,0.0,1.0,0.0,1.0
2026-06-14,free journaling apps,0.0,1.0,0.0,55.0
2026-06-14,getdailyvox,1.0,1.0,1.0,1.0
2026-06-14,is apple journal private,0.0,1.0,0.0,28.0
2026-06-14,journal apps free,0.0,1.0,0.0,29.0
2026-06-14,journaling apps free,0.0,1.0,0.0,34.0
2026-06-14,speech to text journal app,0.0,1.0,0.0,48.0
2026-06-14,talk to text journal app,0.0,1.0,0.0,56.0
2026-06-14,voice diary,0.0,1.0,0.0,35.0
2026-06-14,voice journaling,0.0,1.0,0.0,66.0
2026-06-14,voice journaling app,0.0,1.0,0.0,49.0
2026-06-14,voice to text journal,0.0,1.0,0.0,67.0
2026-06-14,voice to text journal app,0.0,1.0,0.0,43.0
2026-06-14,voice-first journaling,0.0,1.0,0.0,50.0
2026-06-15,"""id widgetkit"" android",0.0,3.0,0.0,6.0
2026-06-15,audio journal app,0.0,1.0,0.0,27.0
2026-06-15,best free journal app,0.0,2.0,0.0,60.0
2026-06-15,best voice journal app,0.0,1.0,0.0,46.0
2026-06-15,journal app ios 2026 market gap ai privacy local on-device no subscription user demand,0.0,5.0,0.0,90.4
2026-06-15,voice diary app,0.0,1.0,0.0,24.0
2026-06-15,voice journal app,0.0,1.0,0.0,28.0
2026-06-15,voice-first journaling,0.0,2.0,0.0,65.0
2026-06-16,"""id widgetkit"" android",0.0,3.0,0.0,6.0
2026-06-16,"""id widgetkit"" android app",0.0,3.0,0.0,4.666666666666666
2026-06-16,audio journaling app,0.0,1.0,0.0,38.0
2026-06-16,best free journal app,0.0,1.0,0.0,56.0
2026-06-16,dailyvox,1.0,2.0,0.5,1.0
2026-06-16,free journal app,0.0,1.0,0.0,36.0
2026-06-16,journal for free,0.0,1.0,0.0,40.0
2026-06-16,journal software free,0.0,1.0,0.0,38.0
2026-06-16,voice-first journaling,0.0,1.0,0.0,60.0
2026-06-17,"""id widgetkit"" android",0.0,3.0,0.0,5.333333333333333
2026-06-17,"""id widgetkit"" android app",0.0,2.0,0.0,5.5
2026-06-17,anxiety journal app,0.0,1.0,0.0,35.0
2026-06-17,best free journal app,0.0,2.0,0.0,55.0
2026-06-17,best free voice journaling apps 2026,0.0,2.0,0.0,16.0
2026-06-17,getdailyvox,0.0,1.0,0.0,1.0
2026-06-17,journal app ios 2026 market gap ai privacy local on-device no subscription user demand,0.0,2.0,0.0,89.5
2026-06-17,voice diary,0.0,1.0,0.0,35.0
2026-06-17,voice-first journaling,0.0,1.0,0.0,71.0
2026-06-17,vonovox,0.0,1.0,0.0,89.0
2026-06-17,voxbloom ai diary app,0.0,4.0,0.0,11.0
2026-06-18,best free journal app,0.0,3.0,0.0,58.666666666666664
2026-06-18,best voice journal app,0.0,1.0,0.0,11.0
2026-06-18,dailyvox,0.0,1.0,0.0,1.0
2026-06-18,voice diary app,0.0,1.0,0.0,21.0
2026-06-18,voice journal app,0.0,2.0,0.0,21.5
2026-06-18,voice journaling app trends 2026,0.0,1.0,0.0,9.0
2026-06-18,voice-first journaling,0.0,1.0,0.0,68.0
2026-06-18,zlvox,0.0,1.0,0.0,69.0
2026-06-19,audio journaling apps,0.0,2.0,0.0,49.5
2026-06-19,best audio journal app,0.0,1.0,0.0,44.0
2026-06-19,best free journal app,0.0,2.0,0.0,57.5
2026-06-19,getdailyvox,0.0,1.0,0.0,1.0
2026-06-19,journal freeware,0.0,1.0,0.0,39.0
2026-06-19,voice to text journal app free,0.0,1.0,0.0,13.0
2026-06-19,voice-first journaling,0.0,1.0,0.0,60.0
2026-06-20,"""id widgetkit"" android",0.0,1.0,0.0,6.0
2026-06-20,best free journal app,0.0,1.0,0.0,58.0
2026-06-20,best voice journal app,0.0,1.0,0.0,9.0
2026-06-20,free journal app,0.0,1.0,0.0,53.0
2026-06-20,journal software free,0.0,2.0,0.0,36.0
2026-06-20,lumenvox,0.0,1.0,0.0,82.0
2026-06-20,voice-first journaling,0.0,1.0,0.0,67.0
2026-06-21,"""id widgetkit"" android",0.0,1.0,0.0,6.0
2026-06-21,anxiety journal app,0.0,1.0,0.0,17.0
2026-06-21,best ai-powered voice journaling apps for ios and android,0.0,1.0,0.0,12.0
2026-06-21,best free journal app,0.0,2.0,0.0,58.5
2026-06-21,day one journal pricing official 2026,0.0,1.0,0.0,8.0
2026-06-21,voice diary,0.0,1.0,0.0,29.0
2026-06-21,voice diary app,0.0,2.0,0.0,28.0
2026-06-21,voice journal,0.0,1.0,0.0,47.0
2026-06-21,voice journal app free,0.0,2.0,0.0,11.0
2026-06-21,voice journaling,0.0,1.0,0.0,65.0
2026-06-21,voice journaling app,0.0,1.0,0.0,50.0
2026-06-21,voice to text journal,0.0,5.0,0.0,47.6
2026-06-21,voice-first journaling,0.0,1.0,0.0,66.0
2026-06-22,"""id widgetkit"" android",0.0,1.0,0.0,6.0
2026-06-22,"""id widgetkit"" android app",0.0,2.0,0.0,6.0
2026-06-22,"""id widgetkit"" app",0.0,1.0,0.0,11.0
2026-06-22,anxiety journal app,0.0,2.0,0.0,31.5
2026-06-22,best free journal app,0.0,2.0,0.0,56.5
2026-06-22,journey cloud vs premium,0.0,1.0,0.0,32.0
2026-06-22,voice journal app free,0.0,1.0,0.0,10.0
2026-06-22,voice-first journaling,0.0,1.0,0.0,62.0
2026-06-23,audio journal app,0.0,1.0,0.0,35.0
2026-06-23,audio journaling app,0.0,1.0,0.0,43.0
2026-06-23,best free journal app,0.0,2.0,0.0,55.5
2026-06-23,journal for free,0.0,2.0,0.0,49.0
2026-06-23,voice diary,0.0,1.0,0.0,31.0
2026-06-23,voice journaling app,0.0,1.0,0.0,56.0
2026-06-23,voice journaling app trends 2026,0.0,1.0,0.0,4.0
2026-06-23,voice-first journaling,0.0,1.0,0.0,67.0
2026-06-24,best free journal app,0.0,1.0,0.0,71.0
2026-06-24,diary voice,0.0,1.0,0.0,24.0
2026-06-24,digital journal apps market,0.0,1.0,0.0,88.0
2026-06-24,journal app free,0.0,1.0,0.0,40.0
2026-06-24,journey cloud vs premium,0.0,2.0,0.0,26.0
2026-06-25,anxiety journal app,0.0,1.0,0.0,39.0
2026-06-25,best free journal app,0.0,2.0,0.0,70.5
2026-06-25,dailyvox,0.0,2.0,0.0,1.0
2026-06-25,getdailyvox,0.0,1.0,0.0,1.0
2026-06-25,journey cloud vs premium,0.0,2.0,0.0,28.0
2026-06-25,voice to text journal app free,0.0,1.0,0.0,11.0
2026-06-25,zlvox,0.0,1.0,0.0,66.0
2026-06-26,"""id widgetkit"" android",0.0,2.0,0.0,5.5
2026-06-26,"""id widgetkit"" android app",0.0,6.0,0.0,5.0
2026-06-26,"""id widgetkit"" play store",0.0,1.0,0.0,9.0
2026-06-26,audio journaling apps,0.0,3.0,0.0,51.333333333333336
2026-06-26,best audio journal app,0.0,1.0,0.0,51.0
2026-06-26,best free journal app,0.0,1.0,0.0,68.0
2026-06-26,best journal app free,0.0,1.0,0.0,72.0
2026-06-26,journal app privacy,0.0,1.0,0.0,19.0
2026-06-26,journey cloud vs premium,0.0,2.0,0.0,27.5
2026-06-26,lumenvox tts,0.0,1.0,0.0,84.0
2026-06-26,speech to text journal app,0.0,2.0,0.0,42.0
2026-06-26,voice journaling app,0.0,1.0,0.0,50.0
2026-06-27,app for journaling free,0.0,1.0,0.0,59.0
2026-06-27,best free journal app,0.0,1.0,0.0,71.0
2026-06-27,free journal app,0.0,1.0,0.0,58.0
2026-06-27,journal private,0.0,1.0,0.0,58.0
2026-06-27,journey cloud vs premium,0.0,2.0,0.0,26.5
2026-06-28,audio journaling app,0.0,1.0,0.0,36.0
2026-06-28,best free journal app,0.0,4.0,0.0,72.25
2026-06-28,best free journal apps,0.0,2.0,0.0,72.5
2026-06-28,dailyvox,0.0,2.0,0.0,1.0
2026-06-28,free journaling app,0.0,1.0,0.0,45.0
2026-06-28,free journaling apps,0.0,1.0,0.0,81.0
2026-06-28,journey cloud vs premium,0.0,1.0,0.0,33.0
2026-06-28,voice to text journal,0.0,1.0,0.0,65.0
2026-06-29,"""dailyvox"" vs ""vox journal"" features comparison",0.0,1.0,0.0,1.0
2026-06-29,best free journal app,0.0,1.0,0.0,73.0
2026-06-29,best voice journal app,0.0,1.0,0.0,12.0
2026-06-29,dailyvox,1.0,1.0,1.0,1.0
2026-06-29,journal app privacy,0.0,1.0,0.0,9.0
2026-06-29,journey cloud vs premium,0.0,1.0,0.0,20.0
2026-06-29,lumenvox,0.0,1.0,0.0,85.0
2026-06-29,mens journaling app,0.0,1.0,0.0,10.0
2026-06-29,speakwise voice journaling app,0.0,2.0,0.0,11.0
2026-06-29,voice diary app,0.0,1.0,0.0,36.0
2026-06-29,voice journal app,0.0,1.0,0.0,33.0
2026-06-29,voice journal app free,0.0,1.0,0.0,11.0
2026-06-29,widevox,0.0,1.0,0.0,95.0
2026-06-30,audio journaling app,0.0,1.0,0.0,34.0
2026-06-30,best free journal app,0.0,3.0,0.0,70.66666666666667
2026-06-30,best free journaling apps,0.0,1.0,0.0,72.0
2026-06-30,best voice journaling apps 2026,0.0,1.0,0.0,15.0
2026-06-30,dailyvox,0.0,2.0,0.0,1.0
2026-06-30,journal private,0.0,1.0,0.0,64.0
2026-06-30,journey cloud vs premium,0.0,2.0,0.0,25.5
2026-06-30,speakwise voice journaling app,1.0,1.0,1.0,12.0
2026-06-30,voice diaries,0.0,1.0,0.0,36.0
2026-06-30,voice journaling apps,0.0,1.0,0.0,13.0
2026-07-01,audio journal app,0.0,1.0,0.0,35.0
2026-07-01,best free journal app,0.0,3.0,0.0,69.0
2026-07-01,getdailyvox,0.0,1.0,0.0,1.0
2026-07-01,journey cloud vs premium,0.0,2.0,0.0,25.0
2026-07-01,nlp equipment for commuters,0.0,1.0,0.0,201.0
2026-07-01,voice diary app,0.0,1.0,0.0,29.0
2026-07-01,voice journal,0.0,1.0,0.0,44.0
2026-07-01,voice journaling app,0.0,2.0,0.0,35.0
2026-07-02,"""id widgetkit"" android",0.0,1.0,0.0,6.0
2026-07-02,"""id widgetkit"" android app",0.0,2.0,0.0,5.5
2026-07-02,anxiety journal app,0.0,1.0,0.0,43.0
2026-07-02,best free journal app,0.0,2.0,0.0,69.5
2026-07-02,dailyvox,2.0,2.0,1.0,1.0
2026-07-02,gistvox,0.0,1.0,0.0,65.0
2026-07-02,journey cloud vs premium,0.0,2.0,0.0,27.0
2026-07-02,personal digital twin,0.0,1.0,0.0,43.0
2026-07-03,"""sparkle.magnifyingglass"" sf symbols",0.0,13.0,0.0,9.538461538461538
2026-07-03,audio journaling apps,0.0,2.0,0.0,50.0
2026-07-03,best free journal app,0.0,1.0,0.0,66.0
2026-07-03,dailyvox,0.0,2.0,0.0,1.0
2026-07-03,journey cloud vs premium,0.0,2.0,0.0,26.0
2026-07-03,personal digital twin,0.0,1.0,0.0,42.0
2026-07-03,voice diary app,0.0,1.0,0.0,19.0
2026-07-03,voice journal,0.0,1.0,0.0,53.0
2026-07-03,voice journaling app,0.0,3.0,0.0,38.666666666666664
2026-07-03,voice to text journal,0.0,1.0,0.0,43.0
2026-07-03,voice to text journal app,0.0,1.0,0.0,35.0
2026-07-04,"""sparkle.magnifyingglass"" sf symbols",0.0,8.0,0.0,9.25
2026-07-04,best free journal app,0.0,2.0,0.0,68.0
2026-07-04,dailyvox,2.0,3.0,0.6666666666666666,1.0
2026-07-04,free journaling apps,0.0,1.0,0.0,81.0
2026-07-04,journey cloud vs premium,0.0,1.0,0.0,34.0
2026-07-04,personal digital twin,0.0,1.0,0.0,42.0
2026-07-05,"""sparkle.magnifyingglass"" sf symbols",0.0,4.0,0.0,10.0
2026-07-05,audio journal app,0.0,1.0,0.0,48.0
2026-07-05,best free journal app,0.0,1.0,0.0,65.0
2026-07-05,best free journal apps,0.0,1.0,0.0,64.0
