date,page,clicks,impressions,ctr,position
2026-03-26,https://getdailyvox.com/,0.0,8.0,0.0,1.0
2026-03-26,https://getdailyvox.com/blog,0.0,8.0,0.0,4.5
2026-03-26,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,7.0,0.0,9.142857142857142
2026-03-26,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,1.0,0.0,16.0
2026-03-26,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,5.0,0.0,10.6
2026-03-26,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,20.0
2026-03-26,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,18.0
2026-03-26,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,7.0,0.0,6.714285714285714
2026-03-26,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,3.0,0.0,9.0
2026-03-27,https://getdailyvox.com/,0.0,4.0,0.0,1.0
2026-03-27,https://getdailyvox.com/blog,0.0,5.0,0.0,11.6
2026-03-27,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,4.0,0.0,9.0
2026-03-27,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,3.0,0.0,8.666666666666668
2026-03-27,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,12.0,0.0,5.666666666666667
2026-03-27,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,19.0
2026-03-27,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,17.0
2026-03-27,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,5.0,0.0,5.4
2026-03-27,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,2.0,0.0,11.5
2026-03-28,https://getdailyvox.com/,1.0,9.0,0.1111111111111111,1.6666666666666665
2026-03-28,https://getdailyvox.com/blog,0.0,9.0,0.0,3.4444444444444446
2026-03-28,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,7.0,0.0,9.0
2026-03-28,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,1.0,0.0,1.0
2026-03-28,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,8.0,0.0,5.875
2026-03-28,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,8.0,0.0,5.625
2026-03-28,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,2.0,0.0,3.5
2026-03-29,https://getdailyvox.com/,0.0,9.0,0.0,1.8888888888888888
2026-03-29,https://getdailyvox.com/blog,0.0,9.0,0.0,4.666666666666666
2026-03-29,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,8.0,0.0,8.25
2026-03-29,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,1.0,0.0,13.0
2026-03-29,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,2.0,0.0,13.5
2026-03-29,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,15.0
2026-03-29,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,14.0
2026-03-29,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,9.0,0.0,5.111111111111111
2026-03-29,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,9.0
2026-03-30,https://getdailyvox.com/,1.0,12.0,0.08333333333333333,1.75
2026-03-30,https://getdailyvox.com/blog,0.0,9.0,0.0,4.222222222222222
2026-03-30,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,9.0,0.0,9.11111111111111
2026-03-30,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,2.0,0.0,6.0
2026-03-30,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,5.0,0.0,10.0
2026-03-30,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,16.0
2026-03-30,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,15.0
2026-03-30,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,9.0,0.0,5.111111111111111
2026-03-31,https://getdailyvox.com/,0.0,3.0,0.0,4.666666666666666
2026-03-31,https://getdailyvox.com/blog,0.0,3.0,0.0,3.0
2026-03-31,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,2.0,0.0,9.0
2026-03-31,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,5.0,0.0,2.2
2026-03-31,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,4.0,0.0,7.75
2026-03-31,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,6.5
2026-04-01,https://getdailyvox.com/,0.0,5.0,0.0,5.2
2026-04-01,https://getdailyvox.com/blog,0.0,1.0,0.0,3.0
2026-04-01,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,1.0,0.0,9.0
2026-04-01,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,5.0,0.0,5.8
2026-04-01,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,4.0
2026-04-02,https://getdailyvox.com/,0.0,4.0,0.0,1.0
2026-04-02,https://getdailyvox.com/blog,0.0,4.0,0.0,3.0
2026-04-02,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,4.0,0.0,10.25
2026-04-02,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,3.0,0.0,10.0
2026-04-02,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,7.0,0.0,5.857142857142857
2026-04-03,https://getdailyvox.com/,1.0,6.0,0.16666666666666666,1.0
2026-04-03,https://getdailyvox.com/blog,0.0,4.0,0.0,4.5
2026-04-03,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,4.0,0.0,8.25
2026-04-03,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,5.0,0.0,4.2
2026-04-03,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,3.0,0.0,6.333333333333333
2026-04-03,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,10.0
2026-04-04,https://getdailyvox.com/,1.0,8.0,0.125,2.5
2026-04-04,https://getdailyvox.com/blog,0.0,4.0,0.0,2.0
2026-04-04,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,5.0,0.0,8.4
2026-04-04,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,1.0,0.0,1.0
2026-04-04,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,3.0,0.0,7.0
2026-04-04,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,10.0
2026-04-04,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,9.0,0.0,5.222222222222222
2026-04-05,https://getdailyvox.com/,0.0,11.0,0.0,1.0
2026-04-05,https://getdailyvox.com/blog,0.0,11.0,0.0,5.454545454545454
2026-04-05,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,11.0,0.0,9.0
2026-04-05,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,3.0,0.0,7.333333333333333
2026-04-05,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,6.0,0.0,5.0
2026-04-05,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,2.0
2026-04-05,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,10.0,0.0,3.4
2026-04-06,https://getdailyvox.com/,0.0,13.0,0.0,2.4615384615384617
2026-04-06,https://getdailyvox.com/blog,0.0,7.0,0.0,2.428571428571429
2026-04-06,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,1.0,0.0,2.0
2026-04-06,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,6.0,0.0,6.666666666666667
2026-04-06,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,1.0,0.0,14.0
2026-04-06,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,2.0,0.0,11.5
2026-04-06,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,2.0,0.0,10.0
2026-04-06,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,4.0
2026-04-07,https://getdailyvox.com/,0.0,4.0,0.0,1.0
2026-04-07,https://getdailyvox.com/blog,0.0,3.0,0.0,4.333333333333334
2026-04-07,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,1.0,0.0,6.0
2026-04-07,https://getdailyvox.com/blog/how-to-journal-for-sleep,0.0,3.0,0.0,8.666666666666668
2026-04-07,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,5.0,0.0,9.2
2026-04-07,https://getdailyvox.com/blog/talk-to-your-past-self-digital-twin,0.0,2.0,0.0,9.0
2026-04-07,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,2.0,0.0,9.0
2026-04-07,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,6.0,0.0,3.8333333333333335
2026-04-07,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,6.0
2026-04-08,https://getdailyvox.com/,0.0,11.0,0.0,1.1818181818181819
2026-04-08,https://getdailyvox.com/blog,0.0,6.0,0.0,5.5
2026-04-08,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,2.0,0.0,6.5
2026-04-08,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,4.0,0.0,7.75
2026-04-08,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,3.0,0.0,10.0
2026-04-08,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,4.0,0.0,2.75
2026-04-08,https://getdailyvox.com/compare,0.0,3.0,0.0,9.0
2026-04-09,https://getdailyvox.com/,0.0,3.0,0.0,1.0
2026-04-09,https://getdailyvox.com/blog,0.0,2.0,0.0,9.0
2026-04-09,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,5.0,0.0,8.8
2026-04-09,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,4.0,0.0,3.5
2026-04-09,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,10.0
2026-04-09,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,3.0,0.0,5.666666666666667
2026-04-09,https://getdailyvox.com/faq,0.0,3.0,0.0,4.666666666666666
2026-04-09,https://getdailyvox.com/journal-app-comparison,0.0,4.0,0.0,9.75
2026-04-10,https://getdailyvox.com/,0.0,4.0,0.0,1.0
2026-04-10,https://getdailyvox.com/blog,0.0,4.0,0.0,7.5
2026-04-10,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,3.0,0.0,12.333333333333334
2026-04-10,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,1.0,0.0,20.0
2026-04-10,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,1.0,0.0,18.0
2026-04-10,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,1.0,0.0,23.0
2026-04-10,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,3.0,0.0,10.666666666666666
2026-04-10,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,16.0
2026-04-10,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,4.0,0.0,2.75
2026-04-10,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,2.0,0.0,5.0
2026-04-10,https://getdailyvox.com/compare,0.0,1.0,0.0,17.0
2026-04-10,https://getdailyvox.com/faq,0.0,4.0,0.0,5.0
2026-04-10,https://getdailyvox.com/for/therapists,0.0,1.0,0.0,19.0
2026-04-10,https://getdailyvox.com/glossary,0.0,1.0,0.0,21.0
2026-04-10,https://getdailyvox.com/journal-app-comparison,0.0,9.0,0.0,22.0
2026-04-11,https://getdailyvox.com/,0.0,1.0,0.0,1.0
2026-04-11,https://getdailyvox.com/blog,0.0,1.0,0.0,9.0
2026-04-11,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,2.0,0.0,8.5
2026-04-11,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,1.0,0.0,11.0
2026-04-11,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,1.0,0.0,2.0
2026-04-11,https://getdailyvox.com/faq,0.0,1.0,0.0,6.0
2026-04-11,https://getdailyvox.com/journal-app-comparison,0.0,2.0,0.0,41.5
2026-04-12,https://getdailyvox.com/,0.0,10.0,0.0,1.5
2026-04-12,https://getdailyvox.com/blog,0.0,5.0,0.0,8.6
2026-04-12,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,1.0,0.0,9.0
2026-04-12,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,4.0,0.0,6.75
2026-04-12,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,2.0,0.0,10.0
2026-04-12,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,7.0,0.0,3.857142857142857
2026-04-12,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,8.0
2026-04-12,https://getdailyvox.com/faq,0.0,9.0,0.0,9.88888888888889
2026-04-12,https://getdailyvox.com/for/phd-students-anger-management,0.0,1.0,0.0,2.0
2026-04-12,https://getdailyvox.com/for/phd-students-health-diagnosis,0.0,1.0,0.0,2.0
2026-04-12,https://getdailyvox.com/for/truck-drivers-goal-setting,0.0,1.0,0.0,10.0
2026-04-12,https://getdailyvox.com/journal-app-comparison,0.0,4.0,0.0,44.5
2026-04-13,https://getdailyvox.com/,0.0,5.0,0.0,1.2
2026-04-13,https://getdailyvox.com/blog,0.0,4.0,0.0,5.0
2026-04-13,https://getdailyvox.com/blog/ai-mood-prediction-vs-tracking,0.0,1.0,0.0,35.0
2026-04-13,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,1.0,0.0,20.0
2026-04-13,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,2.0,0.0,13.5
2026-04-13,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,3.0,0.0,21.0
2026-04-13,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,4.0,0.0,10.25
2026-04-13,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,43.0
2026-04-13,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,18.0
2026-04-13,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,2.0,0.0,7.0
2026-04-13,https://getdailyvox.com/compare,0.0,1.0,0.0,12.0
2026-04-13,https://getdailyvox.com/faq,1.0,5.0,0.2,1.6
2026-04-13,https://getdailyvox.com/for/accountants-after-therapy,0.0,1.0,0.0,37.0
2026-04-13,https://getdailyvox.com/for/ceos-before-bed,0.0,1.0,0.0,27.0
2026-04-13,https://getdailyvox.com/for/coaches-anger-management,0.0,1.0,0.0,28.0
2026-04-13,https://getdailyvox.com/for/coaches-gratitude-practice,0.0,1.0,0.0,31.0
2026-04-13,https://getdailyvox.com/for/coaches-morning-routine,0.0,1.0,0.0,24.0
2026-04-13,https://getdailyvox.com/for/designers-anger-management,0.0,1.0,0.0,40.0
2026-04-13,https://getdailyvox.com/for/designers-sobriety-journal,0.0,1.0,0.0,19.0
2026-04-13,https://getdailyvox.com/for/developers-goal-setting,0.0,3.0,0.0,6.0
2026-04-13,https://getdailyvox.com/for/firefighters-before-bed,0.0,1.0,0.0,32.0
2026-04-13,https://getdailyvox.com/for/high-school-students-goal-setting,0.0,1.0,0.0,39.0
2026-04-13,https://getdailyvox.com/for/phd-students-anger-management,0.0,1.0,0.0,36.0
2026-04-13,https://getdailyvox.com/for/phd-students-health-diagnosis,0.0,1.0,0.0,34.0
2026-04-13,https://getdailyvox.com/for/psychologists-morning-routine,0.0,1.0,0.0,33.0
2026-04-13,https://getdailyvox.com/for/real-estate-agents-before-bed,0.0,1.0,0.0,38.0
2026-04-13,https://getdailyvox.com/for/restaurant-workers-after-therapy,0.0,1.0,0.0,30.0
2026-04-13,https://getdailyvox.com/for/seniors-creative-block,0.0,1.0,0.0,21.0
2026-04-13,https://getdailyvox.com/for/single-parents-health-diagnosis,0.0,1.0,0.0,42.0
2026-04-13,https://getdailyvox.com/for/therapists,0.0,1.0,0.0,4.0
2026-04-13,https://getdailyvox.com/for/therapists-meditation-alternative,0.0,1.0,0.0,41.0
2026-04-13,https://getdailyvox.com/for/truck-drivers-during-commute,0.0,1.0,0.0,25.0
2026-04-13,https://getdailyvox.com/glossary,0.0,2.0,0.0,8.0
2026-04-13,https://getdailyvox.com/in/ranchi,0.0,1.0,0.0,23.0
2026-04-13,https://getdailyvox.com/in/sioux-falls,0.0,1.0,0.0,22.0
2026-04-13,https://getdailyvox.com/journal-app-comparison,0.0,7.0,0.0,28.0
2026-04-14,https://getdailyvox.com/,1.0,8.0,0.125,1.0
2026-04-14,https://getdailyvox.com/blog,0.0,4.0,0.0,8.75
2026-04-14,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,4.0,0.0,11.25
2026-04-14,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,1.0,0.0,6.0
2026-04-14,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,2.0,0.0,5.0
2026-04-14,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,7.0,0.0,4.428571428571429
2026-04-14,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,12.0
2026-04-14,https://getdailyvox.com/faq,0.0,7.0,0.0,5.428571428571429
2026-04-14,https://getdailyvox.com/for/phd-students-health-diagnosis,0.0,1.0,0.0,2.0
2026-04-14,https://getdailyvox.com/glossary,0.0,2.0,0.0,11.0
2026-04-14,https://getdailyvox.com/in/ranchi,0.0,1.0,0.0,5.0
2026-04-14,https://getdailyvox.com/journal-app-comparison,0.0,3.0,0.0,52.333333333333336
2026-04-15,https://getdailyvox.com/,1.0,4.0,0.25,3.0
2026-04-15,https://getdailyvox.com/blog,0.0,3.0,0.0,26.0
2026-04-15,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,3.0,0.0,7.0
2026-04-15,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,5.0
2026-04-15,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,3.5
2026-04-15,https://getdailyvox.com/faq,0.0,2.0,0.0,5.0
2026-04-15,https://getdailyvox.com/for/truck-drivers-goal-setting,0.0,1.0,0.0,3.0
2026-04-15,https://getdailyvox.com/journal-app-comparison,0.0,9.0,0.0,22.11111111111111
2026-04-16,https://getdailyvox.com/,0.0,8.0,0.0,1.25
2026-04-16,https://getdailyvox.com/alternative/bearable,0.0,2.0,0.0,10.0
2026-04-16,https://getdailyvox.com/blog,0.0,7.0,0.0,7.571428571428571
2026-04-16,https://getdailyvox.com/blog/dailyvox-vs-apple-journal,0.0,1.0,0.0,24.0
2026-04-16,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,1.0,0.0,31.0
2026-04-16,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,3.0,0.0,14.666666666666666
2026-04-16,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,16.0
2026-04-16,https://getdailyvox.com/blog/voice-journal-for-runners,0.0,1.0,0.0,27.0
2026-04-16,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,5.0,0.0,3.2
2026-04-16,https://getdailyvox.com/compare,0.0,4.0,0.0,28.25
2026-04-16,https://getdailyvox.com/faq,0.0,10.0,0.0,4.4
2026-04-16,https://getdailyvox.com/for/accountants-grief-processing,0.0,1.0,0.0,33.0
2026-04-16,https://getdailyvox.com/for/ceos-before-bed,0.0,1.0,0.0,26.0
2026-04-16,https://getdailyvox.com/for/coaches-gratitude-practice,0.0,1.0,0.0,38.0
2026-04-16,https://getdailyvox.com/for/coaches-meditation-alternative,0.0,1.0,0.0,35.0
2026-04-16,https://getdailyvox.com/for/dentists-burnout-recovery,0.0,1.0,0.0,22.0
2026-04-16,https://getdailyvox.com/for/designers-sobriety-journal,0.0,1.0,0.0,21.0
2026-04-16,https://getdailyvox.com/for/developers-goal-setting,0.0,1.0,0.0,18.0
2026-04-16,https://getdailyvox.com/for/phd-students-health-diagnosis,0.0,1.0,0.0,23.0
2026-04-16,https://getdailyvox.com/for/restaurant-workers-after-therapy,0.0,1.0,0.0,30.0
2026-04-16,https://getdailyvox.com/for/shift-workers-before-bed,0.0,1.0,0.0,29.0
2026-04-16,https://getdailyvox.com/for/single-parents-health-diagnosis,0.0,1.0,0.0,37.0
2026-04-16,https://getdailyvox.com/for/therapists,0.0,2.0,0.0,17.5
2026-04-16,https://getdailyvox.com/for/veterinarians-goal-setting,0.0,1.0,0.0,36.0
2026-04-16,https://getdailyvox.com/glossary,0.0,1.0,0.0,32.0
2026-04-16,https://getdailyvox.com/in/guangzhou,0.0,2.0,0.0,15.5
2026-04-16,https://getdailyvox.com/journal-app-comparison,0.0,10.0,0.0,22.5
2026-04-17,https://getdailyvox.com/,1.0,6.0,0.16666666666666666,1.1666666666666667
2026-04-17,https://getdailyvox.com/alternative/bearable,0.0,2.0,0.0,9.0
2026-04-17,https://getdailyvox.com/blog,0.0,3.0,0.0,6.333333333333333
2026-04-17,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,1.0,0.0,8.0
2026-04-17,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,2.0,0.0,8.0
2026-04-17,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,3.0,0.0,6.0
2026-04-17,https://getdailyvox.com/compare,0.0,3.0,0.0,8.333333333333332
2026-04-17,https://getdailyvox.com/faq,1.0,3.0,0.3333333333333333,4.0
2026-04-17,https://getdailyvox.com/journal-app-comparison,0.0,4.0,0.0,44.0
2026-04-18,https://getdailyvox.com/,1.0,4.0,0.25,1.75
2026-04-18,https://getdailyvox.com/blog,0.0,2.0,0.0,7.0
2026-04-18,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,11.0
2026-04-18,https://getdailyvox.com/compare,0.0,1.0,0.0,5.0
2026-04-18,https://getdailyvox.com/faq,0.0,3.0,0.0,3.0
2026-04-18,https://getdailyvox.com/for/college-students-after-therapy,0.0,1.0,0.0,7.0
2026-04-18,https://getdailyvox.com/for/therapists,0.0,1.0,0.0,20.0
2026-04-18,https://getdailyvox.com/journal-app-comparison,0.0,7.0,0.0,36.57142857142857
2026-04-19,https://getdailyvox.com/,0.0,2.0,0.0,6.5
2026-04-19,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,1.0,0.0,9.0
2026-04-19,https://getdailyvox.com/blog/journal-app-privacy-comparison,0.0,2.0,0.0,11.0
2026-04-19,https://getdailyvox.com/journal-app-comparison,0.0,8.0,0.0,33.875
2026-04-20,https://getdailyvox.com/,0.0,2.0,0.0,2.0
2026-04-20,https://getdailyvox.com/alternative/bearable,0.0,2.0,0.0,12.5
2026-04-20,https://getdailyvox.com/blog,0.0,2.0,0.0,11.0
2026-04-20,https://getdailyvox.com/blog/dailyvox-vs-stoic,0.0,1.0,0.0,7.0
2026-04-20,https://getdailyvox.com/blog/voice-journal-for-dyslexia,0.0,1.0,0.0,16.0
2026-04-20,https://getdailyvox.com/blog/what-is-a-digital-twin,0.0,2.0,0.0,5.5
2026-04-20,https://getdailyvox.com/blog/why-your-journal-app-shouldnt-need-internet,0.0,1.0,0.0,6.0
2026-04-20,https://getdailyvox.com/compare,0.0,3.0,0.0,13.0
2026-04-20,https://getdailyvox.com/faq,0.0,2.0,0.0,8.5
2026-04-20,https://getdailyvox.com/for/developers-goal-setting,0.0,1.0,0.0,22.0
2026-04-20,https://getdailyvox.com/journal-app-comparison,0.0,8.0,0.0,22.0
